created_time,id,like_count,message,class
2016-03-14T02:52:00+0000,509590282563159_1771141889788331,1,"salam santun, kakek Jan Ethes.. lanjut terus pak. tegakkan kedaulatan bangsa di mata dunia internasional. kami berdaulat dan kami punya hukum.",1
2016-03-14T05:15:11+0000,509590282563159_920484961382299,0,"Apakah pinta rakyat di dengarkan pak jokowi, Jangan biarkan uang rakyat di lalap bara api para koruptor. Bukan hanya di lautan saja, di daratan lebih kelaparan pak. Trimksh... :D",1
2016-03-14T06:18:32+0000,509590282563159_1771217756447411,1,"Bagus pak tengelamin aja semua pAk kapal"" nyuri ikan indonisia .....sekAlian yang kruptur di tenglamin juga biar jera.....salam bocah ndeso",1
2016-03-14T02:39:14+0000,509590282563159_431987603674156,1,"Negara lain aja tdk bisa tangkap FV VIKING ; hanya Indonesia yg bisa, aku bangga JOKOWI my president, teruskan, lanjutkan pak JOKOWI.....",1
2016-03-14T04:34:02+0000,509590282563159_1144213032269860,1,"Mantapp pak jokowi...Kita negara kaya tapi terus diadu domba oleh maling maling,supaya kita capek ribut terus...harus ada yang sadar akan hal itu...lanjutkan pak jokowi..",1
2016-03-14T03:05:03+0000,509590282563159_1771145749787945,1,"Sukses pak Jokowi, sikat hbs semua, termasuk orng2 qta yg biasa membantu kegiatan mereka, qta hrs perang Dan terus perang, biar cepat negara ini makmur..",1
2016-03-14T03:46:39+0000,509590282563159_1144191642271999,1,Iya benar hancurkan saja Pak bila perlu sm bos nya tapi sebelum menghancurkan kapal itu bahan bakar dan oli nya dikuras dulu karna bisa mencemari laut Indonesia,1
2016-03-14T04:54:54+0000,509590282563159_1771184746450712,1,"Mantap bung Jokowi...jgn kayak periode yg dlu tau nya cuma prihatin sm kehidupan nelayan, dilecehin sm malaysia dia diam aja kayak org bego..",1
2016-03-14T02:06:04+0000,509590282563159_509605315894989,1,"Juoooos monggo di lanjut Pak ,,,ampon leren mugi panjenengan dipon paringi kesehatan,  semangaaaaat,buatlah kami bangga lahir di INDONESIA",1
2016-03-14T03:20:35+0000,509590282563159_1131198426931167,1,"Hajar dan hancurkan pak, tdk hanya pencuri ikan tp para pencuri uang rakyat diledakin juga pak biar yg pada nyibir bapak pada kagum..",1
2016-03-14T08:49:00+0000,509590282563159_432064706999779,0,"Pak, apa nggak sebaiknya dilelang saja kapalnya? Kalau layak pakai kan lebih baik dilelang saja, beberapa aja yang ditenggelamkan, kan sayang (eman-eman) kalau ditenggelamkan semua. Kan uangnya bisa dimasukkan kas negara untuk memperbaiki jalan-jalan di desa yang rusak...",2
2016-03-14T02:32:43+0000,509590282563159_431986590340924,1,"Mari kita dukung pimpinan yang berpihak kepada rakyat Indonesia, bukan kepada kelompoknya saja. Maju terus pak JOKOWI DAN dukung juga pak AHOK",1
2016-03-14T05:33:19+0000,509590282563159_1144235468934283,0,Namun mengapa harus di tenggelamkan. Andai dimanfaatkan untk warga indonesia saya rasa lebih baik. Meningkatkan kesejahteraan. Semoga pemimpin kita terkusus bpk presiden diberikan kesehatan dan pertolongan Allah memimpin negri ini menjadi lebih baik. Aamiin,1
2016-03-15T07:55:51+0000,509590282563159_784968384967381,0,Iya pak slmat atas kerja keras yg diiringi dg kbranian krna Allah bpk dg rkan2 bisa mnangkap pncuri ikan d laut smga bpk pun bisa tgas sperti ini kpda para koruptor amiin,1
2016-03-14T12:24:32+0000,509590282563159_1131456210238722,0,"Ayo pak Jokowi buktikan kepada dunia bahwa Indonesia itu luar biasa, menjadi negara adidaya bukanlah hal yang tak mungkin untuk Indonesia tercinta! Merdeka!!!",1
2016-03-14T02:57:04+0000,509590282563159_1771144019788118,1,"Terimakasih untuk TNI AL,POLAIRUD dan semua yg berjasa,ibu susi,pak jokowi teruskan,,,,sampai swasembada ikan untuk masyarakat indonesia,,,,",1
2016-03-14T02:39:01+0000,509590282563159_431987553674161,1,"Perlu diingat, tegas itu tdk mesti marah2, tdk harus militer, tdk juga harus diliput di TV. Karna Tegas itu Jokowi!!Hehehhee :D",1
2016-03-14T07:54:29+0000,509590282563159_432053183667598,0,"Diera jokowi pencuri ikan spt nelayan china,taiwan,thailand,vietnan ,,,,kocar kacir pd ditangkapin,,,,dah triunan kerugian negara nih hrznny bz byr utang,,,",1
2016-03-14T23:31:13+0000,509590282563159_784783108319242,0,"Saya sgt bangga dgn kinerja bapak, selama 70 thn laut kita dicuri ikannya, tidak ada yg berani menangkap dan membiarkannya, baru setelah bpk memimpin sebagai orang sipil ternyata tindakannya seorang militer sejati yg meningkatkan harkat angkat",1
2016-03-14T08:42:38+0000,509590282563159_1144302032260960,0,"Presiden Bangsa ku ini tegas dan berani, Pak Jokowi walaupun saya ini cuma rakyat biasa, tetapi izinkan lah saya untuk memberikan energi ini kepada Bapak... Pak Jokowi.. SEMANGAT !!!",1
2016-03-15T06:17:51+0000,509590282563159_1771726366396550,0,"Sy dan mungkin seluruh rakyat selalu dukung setiap apapun keputusan pak jokowi yg pro rakyat...Cuma klu boleh sy dan juga mungkin rakyat indonesia bertanya ke bapak jokowi...1. Kenapa mafia beras susah di berantas.2. Kenapa mafia cabai susah di berantas.3. Kenapa mafia pupuk susah di berantas4. Kenapa mafia di pelabuhan susah di berantas.5. Kenapa mafia di penjara2 susah di berantas.Selalu dan selalu tiap tahun nya ini muncul jadi berita.Tp apapun itu...sy percaya,pak jokowi pasti dapat mengatasi semua nya...Dengan di bantu para menteri2 nya.Akhir kata buat mu PRESIDEN ku...Jangan pernah lelah utk mensejahterakan rakyat indonesia.Dari sabang sampai merauke.Amin...",2
2016-03-14T06:11:08+0000,509590282563159_432019123671004,0,"Ass..,selamat siang Pak Persiden,saya sebagai rakyatnya memohon dan meminta supaya membekukan layanan taxsi onlen,sesuai undang"" perhubungan yang ada dinegara kita ini,terimakasih wslm.",1
2016-03-14T10:37:27+0000,509590282563159_920599874704141,0,"Pesan u/Presiden daan Menteri ibu Susi jangan hanya kapal pencuri ikan dilaut saja yg ditenggelamkan , krn banyak ' pencuri2 ' yg lebih ganas terutama yg di daratan (koruptor2) juga hrs di tenggelamkan , spy kerja KPK jadi ringan , kelihatannya selama ini para koruptor tdk takut dgn KPK , buktinya sampai saat ini masih ada yg kena OTT oleh KPK , jadi lebih praktis kl di tenggelamkan saja mereka semua",2
2016-03-14T12:03:53+0000,509590282563159_432105326995717,0,"Hanya orang yang hatinya tulus dan bersih yg sanggup melakukan tindakan seperti pak jokowi...  slogan kerja,kerja,kerja saya tambah pakai hati ( bukan iming iming saja ). So... pak presiden jokowi adalah orang yg selalu kerja,kerja,kerja pakai hati dan bukan iming iming saja.",1
2016-03-14T14:28:52+0000,509590282563159_1710519192523112,0,"saya setuju tp lebih setuju lagi dari pada kapal itu di tenggelam kan mendingan di perbantukan kepada kelompok nelayan yg kurang mampu, dan hanya bermodalkan sampan tradisional",1
2016-03-14T12:44:39+0000,509590282563159_1771324289770091,0,"Jgn d liat bgmn dengan sikapx..akan tetapi bgmn kita bisa melihat dng tata cara kerjax...yes for..Ahok and jokowidodo...GBU.",1
2016-03-14T11:34:57+0000,509590282563159_1710456379196060,0,"Lanjutkan pak,,,berastas smua kejahatan yg ada di indonesia,,,,jangan di biarin.sya slalu dukung bapak.....smoga ALLAH senantiasa melindungi bapak.Amiiiiiiiin",1
2016-03-14T04:05:41+0000,509590282563159_1131222706928739,0,Fakta membuktikan..tidak hanya ngomong doang..kelihatan kalem to ternyata sangat tegas..lanjutkan mr presiden..rakyat dibelakang anda...,1
2016-03-14T15:28:41+0000,509590282563159_432151536991096,0,"Makanya jangan pada liat kafer nya aja, tapi pada ga tau isi nya..Trimaksih pak atas ketegasan bapak..Jelesveva jayamahe, di laut kita jaya",1
2016-03-14T09:14:11+0000,509590282563159_432069650332618,0,"Ini saatnya Indonesia berdaulat di mata negara2 lainnya.Mari dukung pemimpin benar agar kebenaran memancar di mata dunia.",1
2016-03-14T02:27:02+0000,509590282563159_1771133416455845,0,Ass pak peresiden mhn dibantu dipa untuk pasar rakyat di indonesia belum terbit mhn dipercepat pak supaya pekerjaannya tdk terburu buru,1
2016-03-14T01:55:52+0000,509590282563159_509601859228668,1,"ANDA layak dapat ""Bintang"", ini prestasi luar biasa, setelah eksekusi pidana mati narkoba..INDONESIA menjadi Negara maritim terbesar di dunia Jayesveva jayamahe, kembali ke kejayaan Nusantara..GBU",1
2016-03-14T07:24:45+0000,509590282563159_1131344686916541,0,TKI di mlaysia bnyk susa pak tlng di pulang kan ja krna undang2 mlaysia bruba uba kini bila kena ras TKI akan di msuk kan ke pnjara slma 5 thn tlng pak usaha kan TKI bisa pulang scpat nya,1
2016-03-14T03:11:40+0000,509590282563159_1131195133598163,0,"Presiden yg dicap para haters kerempeng dan plonga plongo, ternyata ketegasannya melebihi presiden yg mantan jendral...salut.",1
2016-03-14T13:48:54+0000,509590282563159_1131513840232959,0,Pak Jokowi tidak seperti yang diremehkan oleh mereka... teruskan pak Jokowi kami rakyat mendukungmu sampai periode ke 2....,1
2016-03-14T04:21:35+0000,509590282563159_432004203672496,1,"Kita sudah punya pemimpin yg tgas dn fukus krjanya,, tinggal para pemimpin politikny dan msarakatnya harus bersatu dan berilah kepercayaan pada bapak persiden jokowe,,,",1
2016-03-14T10:36:54+0000,509590282563159_784436361687250,0,"pak joko widodo dengan kata lain setelah diambil alih dan direformasi suruh peruri dan bank indonesia mencetak dan menyediakan duit ribuan triliun perbulan untuk kemakmuran pemerintah dan rakyat.duit melimpah pemerintah dan rakyat makmur semua.daripada digunakan duitnya entah kemana,kita lihat selama ini duit dari dua lembaga tersebut entah kemana,pemerintah saja pakai apbn jadi kemana duit dari dua lembaga  selama ini ratusan ribu triliun mungkin sudah tidak bisa dihitung.saya lihat untuk pengusaha dan bank dari bank kepengusaha mereka2x itulah yg menikmati,kalangan tertentu yang menikmati,blbi",1
2016-03-14T02:31:48+0000,509590282563159_431986480340935,0,"Bertindak lebih tegas pd kapal2 perompak dan pencuri kekayaan laut kita, pastikan dia bersalah. Kemudian Bakar, bakar, dan bakar biar kapok pok...pok...pok",1
2016-03-15T00:47:46+0000,509590282563159_1144818852209278,0,salut dengan pemerintahan Bapak Presiden... banyak kemajuan... Semoga Tuhan selalu menyertai langkah kerja dan pengabdian tulus bapak ...,1
2016-03-14T10:26:05+0000,509590282563159_1710433815864983,0,"Alhandulillah viking sudah di tangkap,tetapi kita masih butuh kapal kapal laut lalu lintas antar pulau karena masih banyak pelaut pelaut kita MENGANGGUR.",1
2016-03-14T03:54:11+0000,509590282563159_1771167053119148,0,Dan perampok2 kekayaan laut indonesia seperti inilah yang lagi dibela oleh yusril...berani2nya dia mencalonkan diri jadi cagub DKI..,1
2016-03-15T20:31:39+0000,509590282563159_921491407948321,0,Yang terhormat bapak Jokowi apakah anda beserta para menteri anda sudah mengkaji ulang balance tidaknya income negara dengan pengeluaran untuk project pembangunan yang ada...? Belum sadarkah bapak ibu yang terhormat kalau keadaan perekonomian sekarang ini kacau... Harga barang pokok semakin melambung... Harga bahan baku semakin menurun... Semakin banyak pengangguran karena banyak juga perusahaan yang tutup... Sebagusnya tidak terlampau banyak pengeluaran pembangunan yang di anggap belum terlalu perlu... Fokuskan untuk menstabilkan ekonomi negara dengan SDA dan SDM yang ada untuk mensejahterakan rakyat...,2
2016-03-14T02:15:20+0000,509590282563159_1771128329789687,1,Mantap presiden jokowi hajar dia kapai itu bila perlu dikasi bombardir aja biar hancur ber keping2 supaya ikan2 dilaut   dapat tumbu karang yang baru,1
2016-03-14T12:56:50+0000,509590282563159_1131474660236877,0,"Mulai Hebat ya pak Indonesia sekarang, 13 negara yg cari kapal sebesar itu bertahun tahun nggk dapat,  Indonesia bisa langsung dapat, luaaar biasa, maju terus bu susi...",1
2016-03-14T05:25:41+0000,509590282563159_920489718048490,0,Mudah-mudahan menjadi pelajaran bagi kapal-kapal lain agar tidak mencuri ikan lagi. sy mengapreseasi kinerja pemerintah Kabinet Indonesia Hebat lebih khusus kepada ibu menteri perikanan dan kelautan yang telah mampu menunjukan kinerja terbaiknya. thanks kabinet Indonesia Hebat.,1
2016-03-14T10:23:16+0000,509590282563159_1131401303577546,0,"pak joko widodo kalau peruri dan bank indonesia diambil alih kemakmuran pemerintah dan rakyat  akan mudah tercapai,karena duit melimpah.rakyat diberikan aneka subsidi 80 persen pupuk,bahan pertanian,perumahan dll bahkan banyak gratis pendidikan,kesehatan,listrik,pam,pajak dll,buat bulog tiap desa menjual bahan pokok dan bahan baku usaha kecil subsidi 80 persen dan membeli hasil pertanian rakyat dengan harga tinggi,bumn dan kementerian membuka lapangan kerja apapun sebanyak2xnya.honorer angkat pns dan membuka lowongan pns sebanyaknya,inprastruktur dari sabang sampai marauke.dengan kata lain yang selama ini kita membangun dengan pajak dan pungutan2x dari rakyat kini dirubah,peruri dan bank indonesia yang memberikan uang kerakyat dan kepemerintah,karena tugas kedua lembaga tersebut harus seperti itu,semua itu bisa pak joko widodo karna duit tinggal cetak jadi mudah.simpelnya pemerintah dan rakyat menggunakan peruri dan bank indonesia untuk mendapatka duit sebanyaknya ribuan triliun perbulan,pasti mudah dipenuhi oleh dua lembaga tersebut tinggal ambil alih dan reformasi buat perpu dan perpresnya,makmur kita",2
2016-03-15T11:40:18+0000,509590282563159_921230017974460,0,"pak joko widodo memang yang saya posting ini dilihat bapak aneh dan mungkin yang lainnya juga,tapi saya cuma meminta peruri dan bank indonesia pro rakyat,selama inikan dua lembaga tersebut pro pengusaha dan bank swasta,peruri dan bank indonesia milik pemerintah dan rakyat jadi gunakan sebesar2xnya untuk kemakmuran pemerintah dan rakyat,coba kita diamkan selama ini uang dari dua lembaga tersebut tidak kerakyat dan pemerintah tapi kepengusaha dan bank swasta,sehingga kalangan tertentu yang memanfaatkannya bank swasta kolep saja dibantu bank indonesia melalui blbi masa rakyat dan pemerintah kolep tidak dibantu,selama ini pemerintah dan rakyat susah sampai hutang2x membangun pakai apbn,coba dibalik pak joko widodo pemerintah dan rakyat yang dibantu peruri dan bank indonesia ribuan triliun perbulan pemerintah dan rakyat makmur,pengusaha dan bank swasta tidak dibantu bisa amburadul mereka",2
2016-03-15T04:35:33+0000,509590282563159_784911641639722,0,Bilamana kita mempunyai kesempatan untuk memilih pak jokowi 10 periodepun kmi dukung pak jokowi terus tindkan nyata...bukan sekedar janji klw bisa bapak saj yg memimpin terus negara ini ya pak...,1
2016-03-14T09:32:19+0000,509590282563159_1144328385591658,0,"assalamualaikum pak presiden yg terhormat. Tolong lah di periksa di kabupaten Labuhan Batu Utara Propinsi Sumatera Utara. Para pejabat di Kab. Labura ter sebut banyak yg korupsi termasuk Bupati yg terpilih saat ini, sangat meresahkan masyarakat. tolong di pantau ya pak presiden.",2
2016-03-14T02:56:26+0000,509590282563159_431990887007161,6,"mohon maaf pak.tolong perbaiki sistem BPJS.karena setiap kali berobat menggunakan BPJS tdk pernah mendapatkan pelayanan yg layak. pemeriksaan seadanya, obat juga seadanya. bnyak keluhan juga dr teman2 yg berobat menggunakan bpjs. mohon di perhatikan lg untuk BPJS.terimakasih..",2
2016-03-14T05:15:09+0000,509590282563159_1131264980257845,0,mampus u....ketangkep...bakar ajah kapal yh.pa petugas.bila perlu ama orang yh.yg punya kapal sekalian.biyar jadi makanan ikan.kan di yah dah maling ikan.terus rasain u.suuuuueeeeeeee.,1
2016-03-14T02:15:34+0000,509590282563159_431983247007925,1,klo jokowi ahok kembali disandingkan jd RI 1 dan RI 2 mantap kali ya?gabungan 2 kepribadian pemimpin bangsa yg unik.kpn ya?ah semoga mimpi ini terwujud.,1
2016-03-14T03:22:13+0000,509590282563159_431995290340054,1,"Diberitahukan ; pada hari Sabtu, tanggal 12 Maret 2016) sekitar pukul 07.00 wib, ditempat kejadian di Jl.KH.Ahmad Dahlan No.115 Lorong Bhakti RT/RW.08/02 26 ilir Bukit kecil Palembang. Sekelompok Preman (berjumlah lebih kurang 15 orang) menggunakan senjata tajam berupa pedang dan samurai melakukan pengrusakan rumah tersebut diatas. Sampai saat ini Para pelaku / Para Preman belum tertangkap.",0
2016-03-14T21:34:29+0000,509590282563159_920920714672057,0,"Kalau yg cerita Ibu Susi dengarnya lebih afdol dan enak, Rakyat bisa menilai klo ini prestasi Ibu Susi, Bapak cukup merintah wae tapi klo benar itu printah e Bapak lho ya O:)",1
2016-03-14T04:18:43+0000,509590282563159_1131231006927909,0,Pencuri ikan itu tidak seberapa broo coba para pencuri uang rakyat ditindak tegas klo membahas masalah tikus2 berdasi hanya planga plongo,1
2016-03-14T10:12:25+0000,509590282563159_1771268126442374,0,y bolehlah disebut KAPAL. mimin sdh bisa bedain antara KAPAL dan PERAHU. biasanya bentuknya jelas perahu tp ditulisnya KAPAL.,1
2016-03-14T01:54:32+0000,509590282563159_509601255895395,2,Jng hanya maling ikan aja pak. Itu pembakaran hutan juga. Lihat banyak binatang tak berdosa terpanggang hidup2. Dan kita yg terkena dampak asap juga menjadi korban,1
2016-03-15T08:24:34+0000,509590282563159_1132076143510062,0,"Maunya pak kan,hsl panen padi lgs ditmpung pemrintah (bulog) dg harga jual datas rata2 harga pu2k,biar petani suka trus btani padi trutama dkab.abdya n umumnya slrh indonsia.",1
2016-03-14T04:34:24+0000,509590282563159_1771178123118041,1,"Selamat ntuk ikan iiikan Indonesia yang baru dapat rumah baru,, moga kapal kapal yang dikaramkan tu cepet ditumbuhi terumbu karang yang indah en cantik cantik,,, cepetlah gede gede ikan ikan di perairan Indonesiaaa,,,  mari makan ikan...:)",1
2016-03-14T07:18:49+0000,509590282563159_784373668360186,0,"Wah, sayang nu Pak.. Di dadekne aset negoro mawon Pak, di dandani maneh seng apik, terus di weh ne neng masyarakat, men iso dimanfaatne kangge alat transportasi masyarakat. Niku nangeng masukan mawong lo Pak sakeng kulo, rakyate sampeyan. :-)",1
2016-03-15T05:23:37+0000,509590282563159_921113231319472,0,"Merdeka!!!!!,,,basmih trusss sampai ke akar2nya,krn itu bkn hnya curi ikan tp jg psti ada pnyelundupan baik narkoba,senjata,bahkan teroris jg.",1
2016-03-14T05:15:29+0000,509590282563159_1144227562268407,1,"looo maling iwak koe,pantesan nelayan cilik ra komanan,wong muk malingi terus,sak iki koe kecekel kapook,ojo mung kapale pak jokowi seng di ledakan,,wong2e barang di jotosi wae,,wong kok malingan,,trus lanjutkan oprasine pak jokowi BEN resik kabeh wong malingan,,merdeka pokoke,",1
2016-03-14T02:15:17+0000,509590282563159_431983193674597,0,"gara2 negoro mlarat ki lak hasil bumine,hasil negarane di jukuki ..ngarakne akeh pengangguran wong susah ki di rampok ,di jukuki kekayaane...tindak ae secara tegas..nggak usah ngenteni telat",1
2016-03-14T02:48:45+0000,509590282563159_1771141099788410,3,"Terima kasih pak Jokowi, terima Kasih TNI AL, dan terima kasih pula untuk ibu Susi, sungguh kami tidak bisa berkata-kata panjang lebar, namun rasa haru atas semua tindakan ini justru membuat kami akan lebih bersemangat lagi untuk tetap mendukung semua kebijakan yang pro rakyat, Tuhan memberkati dan selalu bersama kita semua.",1
2016-03-14T02:27:08+0000,509590282563159_431985340341049,1,Mantapp...dgn ditangkap dan diledakan kapal buruan interpol pasti beritanya sampe luar negri sana..biar tambah efek jera bt yg mau maling di peraairan RI..,1
2016-03-14T17:31:14+0000,509590282563159_1740034692908161,0,"Asalamualaikum bpk...maaf mlenceng dr TS pak tolong prwkilan d KJRI KSA khusunya d jeddah lbih fokus lagi krj jd playan masyakat indonesia Yg brada d sna...kluhan pkrja bkn d tanggapi mlh mrka tdk menanggapi.Pkerja indonesia sm skli tdk d hargai pak d sna,kasian mrka niat krja jauh"" mlh trdzolimi.Trimakasih sblmnya...sehat sllu bpk utk indonesia...Allah sllu brsamu bpk dan kluarga",1
2016-03-15T06:43:22+0000,509590282563159_1771732699729250,0,"Eem R kami selalu menyambut menyapa bersama ,baik di dlm berbagi ,baik kami setuju dengan pelarangan di dlm moralitas.baik berkenaan dengan pengawasan di berbagai pelabuhan , pengawasan ,baik yang berkaiatan dengan misal nya kimia,reaktor nuklir untuk itu kami serius di dlm sistem imigrasi namun secara ekfektif  kita butuh sistem baru misal nya ,sistem verifikasi elektronik ,namun akan signifikan ,dan mari kita bersama berkontribusi baik membuka hubungan erat. Kerjasama internasioal.baik di dlm memulihkan,tetap fokus ,baik pengembangan pertahanan stabilitas,serta melindungi keseimbangan dan konkret , PBB Amin R terimakasih maaf ada nya baik di dlm kekuatan kelemahan semoga bermanfaat.Amin R",1
2016-03-14T02:20:15+0000,509590282563159_1771130076456179,0,"hati2 haters p.jkowi sedang sibuk nyari kslhan2 dr pmerinthan...bukanya nyari solusi bisanya nyalahin....pernhkah mrk membantu cari solusi , ad mentri lg debt ja mrk gpoh nyalahin...ap ya yg da dbenak mrk...kyk ibu2 rumpi aj...nonsen yag merka fkir cuman saku srndiri.",1
2016-03-14T01:51:07+0000,509590282563159_509599792562208,1,"inilah Presiden yg katanya kurus, yg katanya tidak tegas, yg katanya boneka, Yang katanya katanya katanya. untung hanya Katanya. Terima Kasih Pak Presiden Anda benar2 mementingkan Bangsa dan Negara. Semoga Panjang umur, Sehat, dimudahkan Rizki Anda, dan diberikan keselamatan untuk Kedamaian Rahmatan Lil 'alamin dan  makin keren untuk kedaulatan dan kejayaan Negara Indonesia. ""We Love My Country""",1
2016-03-14T04:39:50+0000,509590282563159_432006763672240,0,"tenggelamin kapal jgn kosongan pak.. mubazir pak.. coba diisi kapal tsb dgn koruptor, DPR yg gk becus kerja... d jamin rakyat indonesia bersorak pak",1
2016-03-14T03:16:06+0000,509590282563159_1131196903597986,0,"yah bner, saya dpet info dari seorang pkerja dari pelabuhan tanjung priok, dulu ma dipelabuhan uang tip itu bertebaran lancar. sekarang katanya boro2, ada tip. dia justru menyalutkan pak jokowi. katanya jokowi sadis membunuh predran uang korup pelabuhan..hebat?!??? saya jadi tambah yakin my presiden ini the best lah!!!! good job pak jokowi.",1
2016-03-14T05:34:39+0000,509590282563159_1771198826449304,0,"Kalo orang sudah kerja keras dan jujur masih dihujat, haters bukan bagian dari bangsa Indonesia tapi pengkhianat Indonesia.",1
2016-03-14T03:40:29+0000,509590282563159_1771163136452873,0,"bukti nyata penjajahan d era modern,tp terkadang lupa,lupa bahwa kita rakyat indonesi d rampok melaui kekayaan alam lautan nkri,maju terud pak #ojowedirakyatmendukung",1
2016-03-14T13:50:46+0000,509590282563159_432129170326666,0,"Pasti yg benci Pak Presiden akan mengatakan ini PENCITRAAN,PENGALIHAN ISU,DLL.tetap semangat Pak Presidenku walaupun apa yg bapak lakukan demi kebaikan dan kemajuan negara yg sama2 kita cintai ini,tetapi di mata pembenci bapak tetap saja salah..#salam 2 priode",1
2016-03-14T05:27:38+0000,509590282563159_1131271010257242,1,"Pak Presiden...saya mau mengadu pak....mosok saya di katain Cinta Buta sama Bapak...padahal saya Cinta pakai Hati lho pak...SUNGGUH....Kalau bapak tidak percaya,nanti saya perlihatkan poto poto bapak di HP saya pak...saya cinta karena bapak benar benar bisa di harapkan...janji janji bapak sudah banyak yg terealisasikan...Indonesia sudah terlihat indah pak...penjahat dan pencuri sdh banyak berkurang...Salam buat Pak Ahok ya,pak...maaf jika saat ini perhatian saya sedang beralih ke pak Ahok...tp saya tetap cinta Bapak...Bukan Cinta Buta lho pak...tp cinta pakai hati.....hehehe...",2
2016-03-14T01:35:38+0000,509590282563159_509592912562896,8,"Gak ditenggelamkan PakBuat aja jadi wisataRestoran di kapal lautBuat namanya Restoran Rakyat Nusantara.Kan sayang pak ditenggelamkanKarena seluruh dunia mengincaryaItu akn jadi bukti sejarahAparat negeri tangguh.Semoga bermfaatSalam Sukses pak.",1
2016-03-14T05:45:11+0000,509590282563159_1131280843589592,1,Aq bangga punya pesiden pak jokowi...wlu pun di hujad planga plongo ...tapi tetap aq setia ama pak jokowi...sekarang kebalik yg planga plongo itu bkn persiden tpi tikus berdasi gk bs korupsi....berbagai macam cara mau jatuhin persiden tpi allah msh syng ama pak persiden...semakin di hujad semakin di tinggikan derajatnya...amin ya allah,1
2016-03-14T01:55:46+0000,509590282563159_509601812562006,6,"Presiden kurus ini beserta mentrinya sibuk mengelola negara, membangun kembali ekonomi, meraih kembali kejayaan.... Eeeh ada mantan presiden gendut yang kasak-kusuk nyari simpati rakyat. 10 tahun ngapain aja ente ndut? Berani gak beginiin kapal maling?",1
2016-03-14T01:57:40+0000,509590282563159_509602432561944,0,"ikan aja diributin,,di empang gw aja bnyk,,,klo ga mau ikannya di curi diitung aja ikannya yg di laut klo prlu dikasih nama buatin akta lahir skalian,,",0
2016-03-14T01:32:53+0000,509590282563159_509591889229665,5,Setuju pak harus ditindak tegas semua pencurian khusus pencurian ikan dan tolong pak presiden saya mau tanya jawa tengah mau dibuat rell kereta api kapan khususnya daerah wonosobo tlng ditangapi pak sehat trus pak jokokwi saya dukung tindakan pak jokowi agar bawa negara indonesia menjadi negara yg lbih berdaulat trima kasih,1
2016-03-14T01:34:26+0000,509590282563159_509592432562944,4,ini baru berdaulat namanya mantap pak lanjutkan INDONESIA JAYA dan BERWIBAWA di mata dunia,1
2016-03-14T01:43:25+0000,509590282563159_509595699229284,4,Di siarin di tv nasional donk pak secara live.. Biar bapak Jonru dan konco2 serta barisan para sakit hati biar ikutan lihat pak presiden..,1
2016-03-14T02:02:37+0000,509590282563159_509604485895072,4,"Wooow Presiden ku memang hebat.Orang tegas jangan dilihat dari fisiknya, sdh terbukti, terimakasih,bpk Jokowi semoga bpk selalu dalam LindunganNya.Bravo utk ibu Susi, menteri idolaku banget.",1
2016-03-14T01:33:36+0000,509590282563159_509592122562975,4,Mantap boss... jaga baik-baik bu Susi... jgn sampai di minggat... beliau mentri yg membantu pak Jokowi makin bersinr,1
2016-03-14T02:08:51+0000,509590282563159_509605899228264,4,"Saya aneh aja liatnya.. Dulu mantan presiden kita jebolan jendral, gagah,kuat,pemberani tpi sekarang orang sipil sering di ejek si krempeng, boneka mega,antek asing,dll. Tpi kok lebih berani ya?? Jujur saya bangga milih bapak yang satu ini.. Hems.. Nyali nya lo.. Boleh diuji... Hehe",1
2016-03-14T01:34:03+0000,509590282563159_509592282562959,4,"Berantas pak presiden luncurkan nuklirnnya ,maling harus di kasih hukuman seketat ketatnya .jangan sampai tanah air kita di acak """,1
2016-03-14T10:55:32+0000,509590282563159_920605164703612,4,"Pak presiden yang terhormat, saya bangga karna negri ini mulai tersenyum, aku bangga sama pak presiden, pak saya boleh mengusulkan satu permintaan gak, jikalau boleh, saya mau mengajukan tentang santun pihak kepolisian yang tak pernah bernada lembut dngan masyarakat saat berbicara, apa mereka bangga di takuti oleh masyarakat, atau pak presiden tak tau kalau kebanyakan polisi itu selalu tidak sopan dan tidak sama dngan selogan yang terpajng di depan kantor kepolisian terima kasih pak",1
2016-03-14T10:49:59+0000,509590282563159_432092100330373,4,"""Orang baik-baik itu banyak musuhnya"" semoga Pak Jokowi diberi kemudahan dalam mengemban amanah Bangsa & Negara Indonesia tercinta demi kemakmuran rakyatnya.",1
2016-03-14T01:41:37+0000,509590282563159_509595042562683,4,Alkhamdulillah kerja nyata mugi paringi seger waras lan panjang umur buat pak presiden dan semua pahlawan  aminn,1
2016-03-14T01:57:48+0000,509590282563159_509602492561938,3,"Walapun pk jokowi bkn dri militer / jendral...tpi ttp hebat dn di segani dunia internasional..Dri pd mntan presiden yg dri militer/ jendral tpi melempem kya krupuk kena air..Bakar semua pk kapal"" yg curi ikan di wilayah kedaulatan nkri.",1
2016-03-14T01:44:06+0000,509590282563159_509596859229168,3,Amiiiiiinn  Semoga  semua  menjadi  nyata  dan  para  nelayan  bisa  hidup  sejahtera  ...pak  äÖ_,1
